Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2011,SEVEN & I HOLDINGS COMPANY LTD,Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.20%,-25.30%,-800448600,-778307109,-193287,-10266086,-2404224,-34025,-101032,-9187291,44453,4.00%
2011,"LOWE'S COMPANIES,INC.",United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.50%,-20.54%,-752964256,-736602773,-175064,-9800748,-2297072,-31399,-37819,-4039092,19711,3.00%
2011,KONINKLIJKE AHOLD DELHAIZE NV,Netherlands,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.69%,-36.63%,-664840011,-648897051,-150702,-8645505,-2023451,-27274,-22954,-5080568,7494,1.00%
2011,J SAINSBURY PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.49%,-53.13%,-487976965,-477367865,-112490,-6339097,-1485987,-20201,-47140,-2612941,8756,2.00%
2011,COSTCO WHOLESALE CORPORATION,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.51%,-18.76%,-457754796,-447773591,-114111,-5962640,-1396708,-19949,-66974,-2455729,34906,7.00%
2011,WM MORRISON SUPERMARKETS PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.72%,-34.09%,-440802485,-431222045,-101209,-5727506,-1342645,-18207,-36812,-2360898,6837,2.00%
2011,FAMILYMART UNY HOLDINGS CO LTD,Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-9.42%,-78.82%,-391648232,-383157900,-88579,-5090551,-1193302,-16049,-6313,-2098316,2778,1.00%
2011,J C PENNEY COMPANY INC,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.12%,-79.14%,-366407349,-358449759,-84246,-4768697,-1117772,-15174,-13001,-1965476,6776,2.00%
2011,JERONIMO MARTINS SGPS SA,Portugal,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.69%,N/A,-343265709,-311563261,-80305,-3750669,-873340,-13512,-14348737,-12661666,25782,4.00%
2011,SHOPRITE HOLDINGS LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-3.81%,-129.09%,-341592476,-334168040,-76380,-4441374,-1040879,-13899,-21457,-1830319,-128,0.00%
2011,KOHL'S CORPORATION,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.54%,-13.40%,-289072239,-248138753,-59223,-3301727,-773824,-10605,-14164,-36781325,7382,2.00%
2011,"BEST BUY CO.,INC.",United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.55%,-12.00%,-277271302,-271227601,-68648,-3611421,-846000,-12031,-37867,-1487471,19736,6.00%
2011,AEON COMPANY LIMITED,Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.35%,-9.65%,-230342835,-222766637,-66173,-2877971,-672112,-10896,-100575,-3892724,44252,12.00%
2011,TJX COMPANIES INC,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.95%,-9.02%,-219967754,-215182951,-52264,-2863791,-671091,-9298,-17469,-1179994,9104,4.00%
2011,MARKS AND SPENCER GROUP PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.33%,-16.89%,-200833906,-194081171,-45917,-2576721,-604014,-8231,-21759,-3500134,4041,2.00%
2011,LOTTE SHOPPING COMPANY LIMITED,South Korea,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.01%,-13.75%,-193666868,-175812064,-45646,-2322620,-543261,-7900,-47205,-14903922,15751,6.00%
2011,PICK N PAY STORES LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.96%,-129.82%,-190807050,-186657460,-42657,-2480363,-581235,-7762,-15417,-1022064,-92,0.00%
2011,GAP INC,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.09%,-10.59%,-158643535,-155193958,-37407,-2065238,-483990,-6674,-10959,-851019,5712,3.00%
2011,PRESIDENT CHAIN STORE CORP.,Taiwan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.49%,-52.94%,-155730299,-152363912,-36697,-2013882,-469308,-6544,-20834,-825183,6061,2.00%
2011,KINGFISHER PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.91%,-14.44%,-148071326,-141569857,-34020,-1878011,-440197,-6057,-23344,-4124176,4336,3.00%
2011,"BIG LOTS,INC.",United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.80%,-41.86%,-145602087,-142440896,-33260,-1894849,-444171,-6005,-3919,-781030,2042,1.00%
2011,WOOLWORTHS HOLDINGS LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-3.80%,-47.73%,-120515637,-113755190,-26000,-1511863,-354314,-4731,-7592,-4855901,-45,0.00%
2011,INDITEX,Spain,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.73%,-3.97%,-118190374,-102217515,-23581,-1365251,-324748,-4278,-7988,-14247747,734,0.00%
2011,MASSMART HOLDINGS LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.74%,-45.86%,-114090993,-94315769,-21539,-1252209,-293292,-3919,-15715,-18188456,-94,0.00%
2011,L BRANDS INC,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.99%,-7.41%,-102513274,-100283637,-24299,-1334601,-312752,-4327,-7807,-549920,4069,4.00%
2011,"YAMADA DENKI CO.,LTD.",Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.37%,-6.45%,-102357037,-100167534,-29341,-1296388,-302828,-4855,-42492,-532295,18696,12.00%
2011,"OFFICE DEPOT,INC.",United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.88%,-110.83%,-100743254,-91345224,-22403,-1215817,-284888,-3971,-8654,-7866807,4511,4.00%
2011,WEIS MARKETS INC,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-3.33%,-80.21%,-91666995,-89677106,-20871,-1192904,-279636,-3773,-2073,-491713,1081,1.00%
2011,"CASINO,GUICHARD-PERRACHON ET CIE",France,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.16%,-5.10%,-71661942,-50147999,-13922,-673218,-157516,-2360,-22031,-20652095,7199,9.00%
2011,ISETAN MITSUKOSHI HOLDINGS LIMITED,Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.39%,-19.81%,-62398650,-61062584,-17612,-791812,-185010,-2930,-24091,-325211,10600,11.00%
2011,NEXT PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.12%,-6.69%,-60305156,-58993067,-14035,-782995,-183539,-2510,-7715,-322729,1433,2.00%
2011,FOSCHINI GROUP LTD,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-4.37%,N/A,-53826279,-51715500,-11821,-687394,-161104,-2151,-2949,-1245343,-18,0.00%
2011,KESKO OYJ,Finland,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.39%,N/A,-48270132,-46706685,-13779,-613061,-144059,-2188,-1609,-794664,5912,2.00%
2011,MR PRICE GROUP LTD,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-3.53%,-31.01%,-46702885,-45687642,-10442,-607195,-142298,-1900,-3168,-250222,-19,0.00%
2011,NASPERS LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.09%,-7.33%,-44826974,-43847686,-10009,-581811,-136226,-1821,-9819,-239544,-59,1.00%
2011,ABERCROMBIE & FITCH CO,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.98%,-15.24%,-40659526,-39775164,-9644,-529342,-124046,-1717,-3132,-218113,1632,4.00%
2011,"MARUI GROUP CO.,LIMITED",Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.63%,-17.26%,-33194828,-32480612,-8642,-425222,-99483,-1481,-8021,-174896,3529,8.00%
2011,EBAY INCORPORATED,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.26%,-1.24%,-29948764,-29292282,-8237,-390550,-91403,-1392,-8796,-160689,4584,7.00%
2011,CLICKS GROUP LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.70%,-106.60%,-29645580,-28999586,-6624,-385110,-90212,-1205,-4186,-158632,-25,0.00%
2011,TRUWORTHS INTERNATIONAL LIMITED,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.49%,-9.58%,-24273825,-23745664,-5426,-315489,-73923,-987,-2332,-129989,-14,0.00%
2011,FAST RETAILING CO LTD,Japan,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.19%,-1.31%,-19814418,-19379118,-6883,-244094,-56805,-1068,-16189,-117384,7123,19.00%
2011,LEWIS GROUP LTD,South Africa,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-2.81%,-12.32%,-15955708,-15608661,-3567,-207403,-48600,-649,-1359,-85461,-8,0.00%
2011,WH SMITH PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.80%,-11.26%,-15924972,-15578060,-3763,-206596,-48424,-668,-2844,-85146,528,3.00%
2011,TIFFANY & CO,United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.34%,-1.65%,-12498963,-12225710,-3276,-162901,-38142,-563,-2744,-67058,1430,9.00%
2011,AXFOOD AB,Sweden,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.17%,-6.00%,-8793223,-6305384,-2578,-79521,-18401,-386,-9193,-2381113,3352,7.00%
2011,DUNELM GROUP PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.85%,-5.46%,-7128322,-6973074,-1679,-92491,-21679,-299,-1203,-38120,223,3.00%
2011,"LANDS' END,INCORPORATED",United States,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.39%,N/A,-6747513,-6600140,-1737,-87923,-20590,-300,-1300,-36200,677,8.00%
2011,CLAS OHLSON AB,Sweden,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.70%,-8.05%,-5960669,-5446625,-1436,-71712,-16772,-247,-1540,-422898,561,2.00%
2011,N BROWN GROUP PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.35%,-2.47%,-3930506,-3777135,-977,-49903,-11693,-169,-1606,-89321,298,7.00%
2011,TOPPS TILES PLC,United Kingdom,"Retail trade,except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.26%,-2.48%,-703759,-688288,-185,-9073,-2126,-31,-392,-3737,73,9.00%
2011,HOTAI MOTOR CO LTD,Taiwan,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-2.52%,-58.48%,-105600346,-103309581,-23843,-1373418,-321776,-4324,-2270,-565818,684,0.00%
2011,D'IETEREN S.A,Belgium,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-1.14%,-18.28%,-88386352,-86449056,-21010,-1146752,-268637,-3723,-11487,-489009,3323,3.00%
2011,SUPER GROUP LIMITED,South Africa,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-4.75%,-58.22%,-46138154,-45140292,-10849,-597380,-139621,-1936,-4214,-245496,1634,2.00%
2011,CANON MARKETING JAPAN INC,Japan,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-0.13%,-9.40%,-10318633,-10091638,-2646,-134927,-31603,-457,-2774,-55565,978,8.00%
2011,ELECTROCOMPONENTS PLC,United Kingdom,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-0.26%,-2.57%,-4780919,-4657598,-1634,-59448,-13874,-252,-5508,-44165,1560,19.00%
2011,AUTOBACS SEVEN CO LIMITED,Japan,"Sale,maintenance,repair of motor vehicles,motor vehicles parts,motorcycles,motor cycles parts and accessoiries",-0.05%,-1.00%,-1563914,-1528803,-476,-20598,-4818,-78,-1037,-8470,366,16.00%
2011,MISC BERHAD,Malaysia,Sea and coastal water transport,-61.00%,-29742.54%,-2181131569,-569243326,-1008286,7509734,1690831,-79376,-1624592259,2992257,1598854,10.00%
2011,KONINKLIJKE VOPAK NV,Netherlands,Transport via pipelines,-7.05%,-22.37%,-107223954,-104898425,-24058,-1394761,-326959,-4374,-462,-575128,212,0.00%
2011,TEEKAY CORPORATION,Bermuda,Transport via pipelines,97.05%,810.76%,1896111777,1854388679,-840386,25028620,5778196,-38627,-1286729,10176468,2905556,11.00%
2011,EAST JAPAN RAILWAY COMPANY LIMITED,Japan,Transport via railways,-2.70%,-19.87%,-891159663,-868051451,-195662,-11094325,-2597077,-35195,-58071,-9106711,-21171,7.00%
2011,WEST JAPAN RAILWAY CO,Japan,Transport via railways,-2.82%,-35.69%,-445350340,-435051318,-109066,-5614815,-1313779,-18959,-27773,-3238807,24177,3.00%
2011,CENTRAL JAPAN RAILWAY COMPANY,Japan,Transport via railways,-2.01%,-8.65%,-392805724,-383847886,-99642,-4892969,-1143924,-17031,-34400,-2799818,29946,5.00%
2011,RUMO SA,Brazil,Transport via railways,-17.82%,-48.64%,-303443555,-297325367,-93292,-3534335,-820804,-206928,-82852,-1445194,65217,11.00%
2011,NANKAI ELECTRIC RAILWAY CO LTD,Japan,Transport via railways,-1.18%,-10.80%,-28470570,-27894390,-7848,-344719,-80420,-1292,-4261,-141349,3709,7.00%
2011,"UNITED NATURAL FOODS,INC.",United States,"Wholesale trade and commission trade,except of motor vehicles and motorcycles (51)",-0.81%,-27.01%,-36725221,-35925827,-8845,-478194,-112045,-1566,-3610,-197009,1875,4.00%
2011,SPAR GROUP LIMITED,South Africa,"Wholesale trade and commission trade,except of motor vehicles and motorcycles (51)",-0.52%,-19.08%,-24751235,-24209787,-6002,-318067,-74012,-1056,-13618,-130129,1437,3.00%
2010,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),-1.12%,-6.32%,-56945951,-54140013,-12503,-719395,-168521,-2268,-2617,-1901063,429,0.00%
2010,ZURICH INSURANCE GROUP LIMITED,Switzerland,Activities auxiliary to financial intermediation (67),-0.08%,-0.98%,-56411568,-52264456,-13375,-687503,-159554,-2347,-30627,-3258723,5016,1.00%
2010,ADECCO GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.14%,-3.91%,-47832935,-45122007,-11133,-595759,-138742,-1976,-17531,-1948659,2871,1.00%
2010,RELX PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-0.48%,-2.04%,-45621606,-43614838,-10421,-579783,-135906,-1856,-7827,-1272021,1045,2.00%
2010,EXPERIAN PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-0.53%,-2.95%,-20560346,-20112702,-4714,-267420,-62690,-848,-2003,-110236,267,1.00%
2010,BUREAU VERITAS SA,France,Activities auxiliary to financial intermediation (67),-0.52%,-3.33%,-20515695,-20068314,-4827,-267262,-62582,-862,-2527,-110042,720,3.00%
2010,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),-0.41%,-2.65%,-19618184,-18835103,-4617,-249688,-58382,-819,-4687,-465859,970,3.00%
2010,STANTEC INCORPORATED,Canada,Activities auxiliary to financial intermediation (67),-0.68%,-7.61%,-10367620,-8812354,-2509,-118940,-27849,-424,-46028,-1361024,1508,12.00%
2010,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),-0.28%,-0.65%,-8133224,-7818390,-1783,-103478,-24245,-325,-4188,-180804,-11,1.00%
2010,BALOISE HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.05%,-0.59%,-4936673,-4728161,-1322,-61598,-14166,-226,-5183,-126867,849,7.00%
2010,LONDON STOCK EXCHANGE GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-0.35%,-1.34%,-3398001,-3118701,-760,-41449,-9715,-134,-812,-226539,108,3.00%
2010,SUL AMERICA S.A.,Brazil,Activities auxiliary to financial intermediation (67),-0.06%,-0.50%,-3308417,-3060436,-613,-35229,-8257,-111,-3278,-200101,-392,20.00%
2010,HONG KONG EXCHANGES AND CLEARING LIMITED,Hong Kong,Activities auxiliary to financial intermediation (67),-0.35%,-0.46%,-3237565,-3166394,-710,-41289,-9671,-129,-2310,-17006,-55,4.00%
2010,ASX LIMITED,Australia,Activities auxiliary to financial intermediation (67),-0.54%,-0.97%,-3197703,-3127402,-763,-41476,-9701,-135,-1286,-17058,118,3.00%
2010,HAYS PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-0.06%,-2.04%,-2571013,-2512316,-773,-33289,-7794,-123,-3479,-13704,464,14.00%
2010,HELVETIA HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.03%,-0.51%,-2269561,-1826822,-609,-23274,-5237,-99,-4122,-410072,675,4.00%
2010,BURSA MALAYSIA BHD,Malaysia,Activities auxiliary to financial intermediation (67),-1.93%,-4.71%,-2075511,-1900823,-447,-25005,-5857,-80,-184,-143137,22,1.00%
2010,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,Spain,Activities auxiliary to financial intermediation (67),-0.26%,N/A,-1080901,-566223,-195,-7143,-1678,-28,-770,-504979,116,10.00%
2010,TMX GROUP LIMITED,Canada,Activities auxiliary to financial intermediation (67),-0.13%,N/A,-746360,-299529,-256,-4645,-1075,-34,-17506,-423888,573,16.00%
2010,STHREE PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-0.09%,-1.99%,-633642,-619382,-177,-8216,-1924,-29,-613,-3384,82,11.00%
2010,AVIVA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.02%,0.22%,13261546,14502276,-230,195098,45918,278,-62144,-1427944,8293,17.00%
2010,SEMBCORP INDUSTRIES LIMITED,Singapore,Activities of membership organisation n.e.c. (91),-30.89%,-227.12%,-2113815413,-1789313899,-411775,-23014442,-5394080,-73559,-1855156,-293732403,-20100,5.00%
2010,3M COMPANY,United States,Activities of membership organisation n.e.c. (91),-7.63%,-34.26%,-2035387130,-1924672080,-439506,-25698273,-5971786,-80081,-24605,-78508345,7545,0.00%
2010,SIME DARBY BERHAD,Malaysia,Activities of membership organisation n.e.c. (91),-10.66%,-198.70%,-1135226810,-1105123143,-243158,-13416797,-3144337,-42890,-2886967,-10293399,-76119,12.00%
2010,GENERAL ELECTRIC COMPANY,United States,Activities of membership organisation n.e.c. (91),-0.58%,-5.24%,-871706800,-783353392,-194849,-10268222,-2403487,-34136,-137575,-75357325,42186,2.00%
2010,TOSHIBA CORPORATION,Japan,Activities of membership organisation n.e.c. (91),-1.10%,-33.18%,-861967315,-831605888,-223758,-11136033,-2610649,-38203,-113740,-16332117,93074,0.00%
2010,FAR EASTERN NEW CENTURY CORPORATION,Taiwan,Activities of membership organisation n.e.c. (91),-6.91%,-63.41%,-473806752,-463335967,-126370,-6111553,-1430908,-20805,-302295,-2516062,37207,2.00%
2010,HYOSUNG CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),-4.38%,-80.71%,-448999668,-430784419,-105486,-5726732,-1342158,-18575,-113891,-10924892,16486,1.00%
2010,REMGRO LIMITED,South Africa,Activities of membership organisation n.e.c. (91),-19.37%,-284.41%,-346682652,-209362193,-47243,-2739468,-639242,-8572,-176003,-133707120,-2811,2.00%
2010,NISSHINBO HOLDINGS INCORPORATED,Japan,Activities of membership organisation n.e.c. (91),-4.74%,-277.58%,-141599303,-136447603,-34647,-1820346,-425757,-5988,-4320,-2868482,7841,0.00%
2010,AYALA CORPORATION,Philippines,Activities of membership organisation n.e.c. (91),-7.49%,-64.67%,-140215869,-134357993,-29043,-1561583,-365899,-5046,-507841,-3375075,-13390,17.00%
2010,SMITHS GROUP PLC,United Kingdom,Activities of membership organisation n.e.c. (91),-0.89%,-5.46%,-38471133,-37466431,-8896,-498586,-116749,-1589,-4676,-374966,760,2.00%
2010,DELTA AIR LINES INC,United States,Air transport (62),-33.19%,-395.15%,-10538636255,-10305148799,-2348276,-134725955,-31499606,-428020,-1437376,-63085525,37303,4.00%
2010,UNITED CONTINENTAL HOLDINGS INCORPORATED,United States,Air transport (62),-44.24%,-624.69%,-10276149375,-10054308167,-2453746,-133076794,-30949749,-436575,-1051450,-54419088,546194,3.00%
2010,AMERICAN AIRLINES GROUP INC,United States,Air transport (62),-39.39%,-1940.71%,-8733207994,-8528807353,-2026278,-112287788,-26104368,-361599,-1003515,-62845321,228228,4.00%
2010,AIR FRANCE KLM SA,France,Air transport (62),-29.86%,N/A,-8412311621,-8229542443,-2028983,-107193492,-25078235,-350944,-1040080,-47300913,223469,4.00%
2010,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),-11.73%,-4713.36%,-4300634716,-4202997496,-2282570,-60576978,-13980295,-331289,-81468,-24569866,4185246,7.00%
2010,SINGAPORE AIRLINES LIMITED,Singapore,Air transport (62),-39.41%,-4229.37%,-3909736868,-3824618025,-928663,-50500842,-11814809,-165370,-709923,-21176036,176802,2.00%
2010,CATHAY PACIFIC AIRWAYS LTD,Hong Kong,Air transport (62),-23.78%,-194.35%,-2739076694,-2483550865,-1288733,-35769488,-8307680,-189152,-87,-212249448,2278759,2.00%
2010,ANA HOLDINGS INC,Japan,Air transport (62),-15.05%,N/A,-2280021573,-2229846112,-572764,-29740087,-6938121,-100349,-50006,-12983790,209657,2.00%
2010,KOREAN AIR LINES COMPANY LIMITED,South Korea,Air transport (62),-18.01%,-182.02%,-1882443639,-1837798479,-1068590,-26222602,-6049796,-151388,-328532,-12816777,1992525,7.00%
2010,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil,Air transport (62),-28.13%,-281.33%,-1181874287,-1156180985,-273419,-15069033,-3511073,-112972,-241782,-6513119,28095,5.00%
2010,SAS AB,Sweden,Air transport (62),-11.35%,-1149.52%,-687585191,-671765004,-300088,-9503103,-2211418,-45385,-  ,-4222870,462677,1.00%
2010,KOEBENHAVNS LUFTHAVNE AS,Denmark,Air transport (62),4.23%,10.83%,24683824,16804134,-5409,205708,50172,-332,-6716,7608775,27492,11.00%
2010,DSV A/S,Denmark,Air transport (62),12.21%,240.20%,936013871,918972697,-386428,9989023,2402250,-32399,-88176,3283550,1873354,4.00%
2010,"AIR PRODUCTS AND CHEMICALS,INC.",United States,Chemicals nec,-101.75%,-641.57%,-9184123340,-7314413398,-1682197,-97462318,-22758062,-305523,-456121,-1747088500,42779,0.00%
2010,AIR LIQUIDE,France,Chemicals nec,-33.61%,-214.64%,-6083394071,-5891499109,-1402794,-78143417,-18326508,-249172,-819121,-93047947,93995,0.00%
2010,LINDE PLC,United Kingdom,Chemicals nec,-46.73%,-218.17%,-4727711792,-4605852136,-1069553,-61277671,-14360181,-193556,-197030,-44811906,50240,0.00%
2010,"PPG INDUSTRIES,INC.",United States,Chemicals nec,-19.93%,-187.73%,-2675110221,-1243136118,-507809,-16837759,-3936848,-73411,-678370,-1410491873,551966,1.00%
2010,KIMBERLY-CLARK CORPORATION,United States,Chemicals nec,-11.71%,-80.59%,-2313020794,-1562328986,-401868,-21003080,-4736129,-67786,-997847,-723575641,90544,1.00%
2010,PROCTER & GAMBLE CO,United States,Chemicals nec,-2.55%,-11.74%,-2009578283,-1515393218,-541579,-20935726,-4165348,-74443,-3989064,-464840870,361964,12.00%
2010,TOKUYAMA CORPORATION,Japan,Chemicals nec,-54.10%,-896.57%,-1822288890,-1768513929,-495396,-23854029,-5550725,-83624,-313189,-23744872,266875,1.00%
2010,AKZO NOBEL N.V.,Netherlands,Chemicals nec,-8.39%,-89.49%,-1648627275,-1483932905,-393997,-19230065,-4483293,-63594,-2202941,-138358155,37676,4.00%
2010,KONINKLIJKE DSM N.V.,Netherlands,Chemicals nec,-13.16%,-147.64%,-1444164610,-1353780838,-336781,-18006249,-4152910,-58638,-1230276,-66668743,69824,2.00%
2010,SHIN-ETSU CHEMICAL CO LIMITED,Japan,Chemicals nec,-9.80%,-76.63%,-1107581717,-1068131336,-271170,-14298716,-3224845,-45921,-1051215,-20609626,51113,3.00%
2010,TAIYO NIPPON SANSO CORPORATION,Japan,Chemicals nec,-14.10%,-215.83%,-753337003,-716334651,-176533,-9570937,-2183635,-30507,-496911,-24567991,24161,1.00%
2010,CLARIANT AG,Switzerland,Chemicals nec,-6.01%,-63.44%,-459617130,-351967891,-85244,-4658020,-1088744,-14950,-8426,-101801434,7580,1.00%
2010,WACKER CHEMIE AG,Germany,Chemicals nec,-5.84%,-35.69%,-372297419,-249435857,-103328,-2766897,-665036,-11346,-2122336,-117199043,6424,7.00%
2010,AIR WATER INCORPORATED,Japan,Chemicals nec,-6.69%,-101.17%,-351824881,-323866666,-86574,-4350533,-960703,-14161,-488847,-22081166,23769,1.00%
2010,KIMBERLY-CLARK DE MEXICO S.A.B. DE C.V.,Mexico,Chemicals nec,-16.54%,-68.37%,-351295631,-231819508,-76087,-2899053,-636879,-10072,-810063,-115052894,8925,5.00%
2010,KAO CORP,Japan,Chemicals nec,-2.18%,-27.49%,-318758281,-300625824,-74049,-3762432,-881865,-12680,-1357976,-12049037,5582,11.00%
2010,NIPPON SHOKUBAI COMPANY LIMITED,Japan,Chemicals nec,-10.45%,-182.00%,-314782493,-303017912,-68579,-4075079,-919218,-12535,-280126,-6412835,3791,5.00%
2010,ASHLAND GLOBAL HOLDINGS INC,United States,Chemicals nec,-3.26%,-56.87%,-294035765,-246228106,-78575,-3363972,-703852,-11546,-455414,-43235625,41324,10.00%
2010,JSR CORPORATION,Japan,Chemicals nec,-7.59%,-116.44%,-290475258,-198675430,-49233,-2618251,-603911,-8638,-355646,-88175747,11597,3.00%
2010,ALBEMARLE CORPORATION,United States,Chemicals nec,-10.63%,-59.53%,-251091023,-217538905,-69444,-2863097,-653823,-10055,-119400,-29859310,23010,4.00%
2010,NITTO DENKO CORPORATION,Japan,Chemicals nec,-2.63%,-28.09%,-194972149,-162141236,-59748,-2025377,-469605,-8155,-690072,-29611509,33553,8.00%
2010,UMICORE SA,Belgium,Chemicals nec,-1.24%,-46.49%,-161247597,-155506635,-41963,-2026329,-475318,-6906,-144317,-3056664,10534,4.00%
2010,HINDUSTAN UNILEVER LIMITED,India,Chemicals nec,-3.44%,-23.52%,-138288499,-103658757,-33755,-1296964,-266181,-4530,-490146,-32546536,8370,8.00%
2010,JOHNSON MATTHEY PUBLIC LIMITED COMPANY,United Kingdom,Chemicals nec,-0.90%,-25.75%,-110429782,-106865337,-27536,-1369523,-318711,-4721,-239193,-1612909,8148,9.00%
2010,CLOROX CO,United States,Chemicals nec,-1.99%,-9.89%,-110302289,-87764513,-33743,-1222027,-234414,-4450,-279656,-20788862,25376,14.00%
2010,SANYO CHEMICAL INDUSTRIES LIMITED,Japan,Chemicals nec,-6.30%,-122.26%,-92653841,-84948925,-18957,-1150766,-252181,-3479,-136663,-6144196,1326,15.00%
