Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2013,CALBEE INCORPORATED,Japan,Processing of Food products nec,-3.30%,-37.70%,"(5,63,53,150)","(5,44,71,289)",-13247,"(7,24,697)","(1,69,602)",-2345,-3551,"(9,70,477)",2058,4%
2013,MAPLE LEAF FOODS INC,Canada,Processing of Food products nec,-1.33%,N/A,"(5,52,56,678)","(4,80,52,062)",-12045,"(6,52,683)","(1,47,296)",-2067,-6417,"(63,85,962)",1855,3%
2013,ULKER BISKUVI SANAYI A.S.,Turkey,Processing of Food products nec,-4.30%,-52.00%,"(5,49,59,773)","(4,12,53,970)",-10511,"(5,45,918)","(1,27,329)",-3170,-30818,"(1,29,89,126)",1069,3%
2013,ORKLA ASA,Norway,Processing of Food products nec,-0.95%,-13.57%,"(5,19,83,692)","(5,08,64,118)",-12422,"(6,70,269)","(1,56,249)",-2149,-4511,"(2,74,758)",786,2%
2013,KIKKOMAN CORPORATION,Japan,Processing of Food products nec,-1.65%,-24.95%,"(4,70,48,466)","(4,28,13,835)",-10682,"(5,69,716)","(1,33,007)",-1876,-5941,"(35,15,968)",2561,1%
2013,DEVRO PLC,United Kingdom,Processing of Food products nec,-11.45%,-70.32%,"(4,60,04,874)","(4,44,60,702)",-10544,"(5,90,429)","(1,38,201)",-1889,-12984,"(7,91,183)",1057,1%
2013,TTET UNION CORPORATION,Taiwan,Processing of Food products nec,-5.82%,-153.61%,"(3,90,42,994)","(3,81,96,991)",-8921,"(5,07,688)","(1,18,837)",-1602,-309,"(2,08,967)",321,0%
2013,NAMCHOW HOLDINGS CO LTD,Taiwan,Processing of Food products nec,-5.81%,-56.24%,"(2,61,13,684)","(2,55,47,635)",-5871,"(3,39,500)",-79569,-1066,-207,"(1,39,916)",80,0%
2013,BOURBON CORPORATION,Japan,Processing of Food products nec,-2.65%,-122.26%,"(2,58,71,936)","(2,50,14,825)",-6171,"(3,32,830)",-77859,-1086,-2027,"(4,38,313)",1175,3%
2013,"MCCORMICK & COMPANY,INCORPORATED",United States,Processing of Food products nec,-0.58%,-3.99%,"(2,37,53,759)","(2,10,91,466)",-6941,"(2,90,876)",-64921,-1110,-13220,"(22,91,800)",6577,17%
2013,CRANSWICK PLC,United Kingdom,Processing of Food products nec,-1.43%,-25.01%,"(2,07,27,589)","(1,98,56,323)",-5897,"(2,60,896)",-60360,-966,-46820,"(5,00,139)",3812,12%
2013,YAKULT HONSHA CO LTD,Japan,Processing of Food products nec,-0.61%,-8.50%,"(1,86,66,624)","(1,76,03,492)",-4048,"(2,31,675)",-53728,-732,-6317,"(7,66,729)",96,4%
2013,RAISIO OYJ,Finland,Processing of Food products nec,-1.67%,-28.55%,"(1,28,64,993)","(1,00,26,682)",-2473,"(1,31,797)",-30816,-428,-5545,"(26,67,519)",268,18%
2013,EMMI AG,Switzerland,Processing of Food products nec,-0.27%,-5.62%,"(1,01,39,078)","(89,56,754)",-2849,"(1,20,290)",-28025,-447,-3442,"(10,29,177)",1906,15%
2013,TAIYEN BIOTECH COMPANY LIMITED,Taiwan,Processing of Food products nec,-6.86%,-160.97%,"(55,33,378)","(54,09,063)",-2248,-75945,-17739,-345,-37,-31169,3167,0%
2013,LIAN HWA FOODS CORP,Taiwan,Processing of Food products nec,-2.29%,-37.81%,"(41,21,572)","(40,32,319)",-934,-53518,-12537,-169,-83,-22045,32,0%
2013,NTPC LIMITED,India,Production of electricity by hydro,-1262.85%,-6123.23%,"(1,37,67,30,05,299)","(38,03,43,10,743)","(1,87,03,634)","(49,10,25,374)","(11,65,82,139)","(22,53,926)",-13653,"(99,02,52,05,250)","1,50,89,419",0%
2013,"NRG ENERGY,INC.",United States,Production of electricity by hydro,-203.37%,-2446.30%,"(22,97,07,18,759)","(18,72,70,39,454)","(63,68,116)","(24,15,85,060)","(5,72,90,325)","(8,85,669)","(2,90,854)","(3,93,93,20,604)","20,61,324",0%
2013,YUNIPRO PAO,Russia,Production of electricity by hydro,-890.09%,-3822.95%,"(21,34,44,76,783)","(9,25,20,80,940)","(26,52,027)","(12,45,30,590)","(2,91,95,135)","(4,64,186)",-63621,"(11,93,69,82,768)","14,92,484",0%
2013,AES CORP,United States,Production of electricity by hydro,-128.54%,-681.55%,"(20,41,23,30,316)","(16,72,61,68,429)","(57,89,891)","(21,68,05,592)","(5,13,49,996)","(8,09,652)","(4,08,921)","(3,41,33,70,059)","23,72,223",0%
2013,"ELECTRIC POWER DEVELOPMENT CO.,LTD",Japan,Production of electricity by hydro,-256.45%,-3083.33%,"(16,00,91,76,119)","(15,65,11,58,604)","(39,53,166)","(20,88,29,879)","(4,89,79,058)","(6,88,285)",-11666,"(9,64,89,152)","9,33,691",0%
2013,TRANSALTA CORPORATION,Canada,Production of electricity by hydro,-376.73%,-3128.54%,"(8,12,82,74,493)","(7,75,33,57,064)","(24,17,975)","(10,32,12,324)","(2,42,80,815)","(4,71,095)",-44871,"(24,58,09,717)","13,19,369",0%
2013,DRAX GROUP PLC,United Kingdom,Production of electricity by hydro,-145.67%,-1818.35%,"(4,97,50,85,716)","(4,80,74,49,516)","(16,78,472)","(6,39,96,819)","(1,50,75,956)","(2,49,297)",-92926,"(8,77,40,590)","11,97,860",0%
2013,GLOW ENERGY PUBLIC COMPANY LIMITED,Thailand,Production of electricity by hydro,-172.97%,-939.24%,"(3,65,92,68,341)","(3,52,43,01,200)","(8,98,245)","(4,69,14,577)","(1,10,08,047)","(1,78,945)",-660,"(7,61,72,433)","2,05,766",0%
2013,RATCH GROUP PCL,Thailand,Production of electricity by hydro,-158.24%,-1368.28%,"(2,44,82,74,073)","(2,26,52,60,520)","(8,32,281)","(3,13,66,998)","(73,33,568)","(1,49,066)",-482,"(14,43,15,743)","9,84,586",0%
2013,CAPITAL POWER CORP,Canada,Production of electricity by hydro,-181.95%,-862.08%,"(2,38,58,48,358)","(2,29,18,77,628)","(8,11,380)","(3,01,56,849)","(71,25,246)","(1,73,519)",-27271,"(5,61,61,755)","4,85,290",0%
2013,ENEL GENERACION CHILE SA,Chile,Production of electricity by hydro,-38.42%,-98.70%,"(1,48,27,04,385)","(1,28,37,09,412)","(4,42,780)","(1,70,04,677)","(40,10,546)","(1,38,717)",-8445,"(17,76,70,806)","2,80,999",0%
2013,SNAM SPA,Italy,Production of electricity by petroleum and other oil derivatives,-12.32%,-23.10%,"(65,15,13,367)","(63,48,86,327)","(1,78,899)","(80,90,883)","(19,06,551)",-27414,"(13,36,807)","(50,99,749)",13263,3%
2013,ENGIE BRASIL ENERGIA SA,Brazil,Production of electricity by solar photovoltaic,-118.81%,-277.14%,"(2,80,04,54,713)","(16,66,27,101)","(9,88,076)","25,13,847","2,03,784",-42609,-  ,"(2,63,60,45,425)","5,30,867",0%
2013,EDP RENOVAVEIS,Spain,Production of electricity by solar photovoltaic,-0.44%,-1.35%,"(83,04,356)","(80,20,896)",-1824,"(1,07,025)",-24934,-333,-20,"(1,49,322)",-3,1%
2013,INFIGEN ENERGY,Australia,Production of electricity by solar photovoltaic,-1.50%,-14.42%,"(40,65,089)","(39,77,046)",-1055,-51859,-12204,-172,-1412,-21462,122,6%
2013,ENDESA SA,Spain,Production of electricity nec,-676.63%,-4763.73%,"(2,90,95,60,97,515)","31,30,08,203","(57,32,334)","3,91,84,709","1,00,15,758","(6,07,502)","(3,26,75,321)","(2,91,29,62,13,840)","1,69,22,813",5%
2013,ENERGA SPOLKA AKCYJNA,Poland,Production of electricity nec,-2893.69%,-29188.38%,"(1,09,65,95,38,164)","(98,34,56,444)","(3,64,948)","(1,29,74,190)","(30,67,045)",-51607,-13525,"(1,08,65,98,60,792)","2,50,386",0%
2013,RWE AG,Germany,Production of electricity nec,-81.92%,-1182.91%,"(58,01,77,45,951)","(56,80,37,29,415)","(1,33,34,856)","(67,84,13,409)","(15,88,28,462)","(22,75,843)","(2,99,43,532)","(32,92,94,520)","(19,25,913)",18%
2013,DUKE ENERGY CORP,United States,Production of electricity nec,-191.43%,-872.48%,"(47,08,78,58,016)","(28,39,07,50,495)","(82,17,443)","(37,06,68,875)","(8,73,24,675)","(12,84,326)","(19,57,244)","(18,22,98,71,696)","22,16,738",1%
2013,TOKYO ELECTRIC POWER COMPANY INCORPORATED (THE),Japan,Production of electricity nec,-73.61%,N/A,"(41,85,98,76,943)","(40,95,83,16,005)","(1,02,13,411)","(53,87,07,198)","(12,61,85,866)","(17,93,919)","(52,36,732)","(22,18,60,606)","24,36,796",4%
2013,"AMERICAN ELECTRIC POWER COMPANY,INC.",United States,Production of electricity nec,-259.75%,-1294.71%,"(39,89,01,22,200)","(34,74,28,82,654)","(87,96,259)","(46,38,17,590)","(10,86,25,790)","(15,45,370)","(12,21,944)","(4,56,58,83,138)","26,50,546",1%
2013,ELECTRICITE DE FRANCE,France,Production of electricity nec,-37.13%,-796.26%,"(38,68,04,91,588)","(19,54,75,66,594)","(61,57,583)","(26,67,98,137)","(6,24,40,483)","(10,13,885)",-  ,"(18,80,18,06,014)","52,91,107",0%
2013,SOUTHERN CO,United States,Production of electricity nec,-165.41%,-637.30%,"(28,26,42,13,508)","(27,66,13,55,980)","(81,83,593)","(35,97,96,103)","(8,48,81,913)","(12,46,540)","(13,59,599)","(14,92,76,560)","18,86,781",1%
2013,EXELON CORPORATION,United States,Production of electricity nec,-103.76%,-708.27%,"(25,82,35,68,164)","(7,58,23,06,783)","(18,98,606)","(9,78,59,238)","(2,28,82,287)","(3,24,222)","(19,80,319)","(18,11,65,44,391)","2,27,681",2%
2013,KANSAI ELECTRIC POWER COMPANY  INCORPORATED (THE),Japan,Production of electricity nec,-85.61%,N/A,"(23,28,98,92,253)","(22,78,28,96,825)","(52,56,793)","(29,82,70,296)","(6,99,19,004)","(9,44,739)","(25,05,271)","(13,00,25,829)",-73495,3%
2013,FIRSTENERGY CORPORATION,United States,Production of electricity nec,-146.76%,-1016.36%,"(21,89,24,51,896)","(18,92,19,07,038)","(44,94,537)","(25,06,88,872)","(5,87,04,225)","(8,05,776)","(11,86,934)","(2,65,51,71,753)","5,07,239",2%
2013,NEXTERA ENERGY INC,United States,Production of electricity nec,-130.38%,-557.31%,"(19,73,42,17,037)","(13,44,88,51,441)","(32,27,211)","(17,75,10,525)","(4,15,63,613)","(5,73,385)","(12,04,360)","(6,06,16,58,258)","3,71,754",1%
2013,DTE ENERGY COMPANY,United States,Production of electricity nec,-168.33%,-1450.91%,"(16,20,66,41,847)","(11,90,34,08,645)","(28,32,007)","(15,76,17,354)","(3,69,37,126)","(5,07,360)","(7,66,092)","(4,10,49,00,654)","3,27,391",2%
2013,PGE POLSKA GRUPA ENERGETYCZNA SA,Poland,Production of electricity nec,-159.11%,-1083.06%,"(15,90,32,70,733)","(15,55,50,96,082)","(49,10,655)","(20,53,46,694)","(4,84,16,083)","(7,45,261)",-35673,"(9,09,70,469)","22,50,184",0%
2013,CHUBU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-59.96%,N/A,"(15,11,34,04,700)","(14,77,99,02,112)","(34,24,454)","(19,23,06,672)","(4,50,70,460)","(6,13,137)","(23,21,205)","(8,97,36,966)",-29694,4%
2013,TOHOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-85.05%,N/A,"(14,50,76,50,690)","(14,19,61,27,071)","(34,18,675)","(18,59,30,587)","(4,36,00,787)","(6,01,288)","(15,70,839)","(7,66,65,860)","2,64,419",3%
2013,KYUSHU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-97.81%,N/A,"(14,38,71,69,314)","(14,07,77,33,802)","(36,98,208)","(18,49,63,697)","(4,34,09,971)","(6,24,033)","(13,54,625)","(7,63,28,004)","9,43,025",2%
2013,CHUGOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-107.07%,N/A,"(12,22,28,24,250)","(11,95,97,96,899)","(28,66,949)","(15,71,62,358)","(3,68,54,080)","(5,06,346)","(10,51,271)","(6,48,03,124)","2,16,778",2%
2013,PUBLIC POWER CORPORATION SA,Greece,Production of electricity nec,-133.31%,-1983.97%,"(10,96,95,14,852)","(10,73,23,52,508)","(33,67,158)","(14,24,68,854)","(3,35,48,869)","(5,19,447)",-  ,"(5,89,89,875)","17,31,859",0%
2013,WEC ENERGY GROUP INC,United States,Production of electricity nec,-219.13%,-959.46%,"(9,90,25,84,049)","(9,43,95,08,957)","(24,67,058)","(12,44,21,442)","(2,92,38,278)","(4,12,382)","(3,59,573)","(30,66,09,308)","4,32,950",1%
2013,TATA POWER COMPANY LIMITED,India,Production of electricity nec,-167.41%,-1219.27%,"(8,93,34,08,051)","(6,18,90,62,411)","(21,66,490)","(7,78,81,400)","(1,84,77,918)","(2,95,552)","(13,30,840)","(2,64,49,53,955)","7,60,515",7%
2013,CEZ A.S,Czech Republic,Production of electricity nec,-78.14%,-318.92%,"(8,54,40,04,475)","(8,24,06,03,126)","(25,17,703)","(10,92,82,327)","(2,57,27,122)","(3,93,742)","(1,18,688)","(16,65,34,210)","11,72,443",0%
2013,AMEREN CORPORATION,United States,Production of electricity nec,-140.24%,-691.47%,"(8,18,70,34,186)","(8,01,52,75,012)","(28,96,070)","(10,20,58,091)","(2,42,63,240)","(3,85,421)","(4,64,525)","(4,26,77,130)","9,85,302",1%
2013,PPL CORP,United States,Production of electricity nec,-67.29%,-248.54%,"(8,02,03,11,821)","(7,57,98,52,008)","(29,38,808)","(9,77,61,129)","(2,31,40,031)","(3,97,810)","(9,48,385)","(31,71,51,784)","18,78,134",3%
2013,ALLIANT ENERGY CORPORATION,United States,Production of electricity nec,-242.89%,-1490.76%,"(7,95,91,68,352)","(7,42,66,16,533)","(20,94,484)","(9,68,61,792)","(2,28,34,877)","(3,27,428)","(2,60,732)","(41,05,10,956)","3,38,450",1%
2013,OGE ENERGY CORPORATION,United States,Production of electricity nec,-232.33%,-1203.70%,"(6,66,24,68,226)","(6,51,81,32,114)","(15,22,782)","(8,65,03,225)","(2,02,67,163)","(2,74,796)","(2,28,181)","(3,56,37,478)",97513,1%
2013,NISOURCE INC.,United States,Production of electricity nec,-110.92%,-571.90%,"(6,27,48,90,466)","(5,86,30,05,893)","(14,04,257)","(7,76,09,611)","(1,81,69,156)","(2,50,936)","(4,50,139)","(31,41,92,842)","1,92,368",2%
2013,HOKKAIDO ELECTRIC POWER COMPANY INCORPORATED,Japan,Production of electricity nec,-106.50%,N/A,"(5,90,79,72,073)","(5,78,15,60,128)","(16,90,888)","(7,54,93,776)","(1,77,72,476)","(2,65,597)","(5,10,850)","(3,12,51,139)","5,72,781",2%
2013,AGL ENERGY LTD,Australia,Production of electricity nec,-66.78%,-535.10%,"(5,80,57,09,482)","(4,97,71,15,190)","(17,10,576)","(6,51,62,279)","(1,54,10,016)","(2,45,034)",-45919,"(74,68,61,501)","8,41,033",0%
2013,HOKURIKU ELECTRIC POWER COMPANY,Japan,Production of electricity nec,-121.54%,-5090.78%,"(5,69,56,56,645)","(5,57,31,41,941)","(13,78,244)","(7,32,21,194)","(1,71,83,230)","(2,38,479)","(4,31,546)","(3,02,14,910)","1,52,900",2%
2013,EDP - ENERGIAS DE PORTUGAL S.A.,Portugal,Production of electricity nec,-24.64%,-225.87%,"(5,46,69,85,603)","(5,18,73,33,771)","(14,37,840)","(6,90,68,266)","(1,62,25,557)","(2,37,323)",-  ,"(19,32,03,635)","5,20,790",0%
2013,SHIKOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-101.70%,N/A,"(5,43,62,66,659)","(5,31,65,42,730)","(13,30,968)","(6,98,13,558)","(1,63,79,339)","(2,29,638)","(4,92,267)","(3,16,83,852)","2,05,694",2%
2013,PUBLIC SERVICE ENTERPRISE GROUP INC.,United States,Production of electricity nec,-49.45%,-214.41%,"(4,92,92,04,236)","(4,75,38,17,046)","(12,26,016)","(6,20,69,442)","(1,45,36,344)","(2,07,685)","(7,93,146)","(9,68,01,670)","2,47,113",4%
2013,PG&E CORPORATION,United States,Production of electricity nec,-30.23%,-267.57%,"(4,71,45,91,407)","(1,90,95,72,247)","(4,08,667)","(2,34,42,799)","(54,83,676)",-74376,"(12,41,121)","(2,77,42,53,892)","(1,14,627)",5%
2013,PINNACLE WEST CAPITAL CORPORATION,United States,Production of electricity nec,-128.66%,-518.93%,"(4,44,45,15,735)","(4,29,73,50,458)","(10,21,500)","(5,69,29,589)","(1,33,30,986)","(1,83,081)","(2,74,859)","(7,55,42,724)","1,17,462",2%
2013,ATCO LTD,Canada,Production of electricity nec,-75.60%,-279.27%,"(3,10,21,04,196)","(3,03,40,68,964)","(12,36,943)","(3,64,91,412)","(87,07,429)","(2,71,189)","(9,74,833)","(2,09,27,282)","5,73,857",10%
2013,SEMPRA ENERGY,United States,Production of electricity nec,-26.36%,-143.61%,"(2,78,32,09,605)","(2,59,80,02,061)","(5,76,835)","(3,33,21,737)","(77,71,972)","(1,04,932)","(8,40,012)","(14,25,25,872)",-66184,7%
2013,ENEA SA,Poland,Production of electricity nec,-79.20%,-916.70%,"(2,40,29,86,762)","(2,34,99,11,258)","(9,25,943)","(3,05,02,741)","(72,45,824)","(1,23,102)",-10829,"(1,48,24,392)","5,57,327",0%
2013,SUEZ SA,France,Production of electricity nec,-10.94%,-175.67%,"(2,20,75,82,413)","(2,15,95,49,677)","(5,33,961)","(2,88,63,493)","(67,65,313)",-94462,-  ,"(1,18,95,506)","1,19,998",0%
2013,"IDACORP,INC.",United States,Production of electricity nec,-175.16%,-747.67%,"(2,18,71,62,148)","(2,13,97,97,911)","(5,03,352)","(2,83,77,719)","(66,47,295)",-90586,-99355,"(1,16,88,389)",42460,1%
2013,"CONSOLIDATED EDISON,INC.",United States,Production of electricity nec,-12.76%,-70.25%,"(1,57,63,06,414)","(1,54,35,63,594)","(3,51,631)","(1,90,30,606)","(44,52,023)",-62355,"(9,82,998)","(78,27,574)",-35632,13%
2013,VERBUND AG,Austria,Production of electricity nec,-27.66%,-115.63%,"(1,21,28,91,605)","(1,11,65,19,829)","(2,70,632)","(1,48,83,936)","(34,89,921)",-48042,-  ,"(7,77,19,430)",40184,0%
2013,"REN - REDES ENERGETICAS NACIONAIS,SGPS,S.A.",Portugal,Production of electricity nec,-99.58%,-245.12%,"(1,08,30,47,744)","(4,75,31,130)",-10870,"(6,32,148)","(1,48,205)",-1978,-  ,"(1,03,47,23,412)",-  ,0%
2013,EVERSOURCE ENERGY,United States,Production of electricity nec,-11.90%,-56.81%,"(86,88,90,690)","(61,12,28,509)","(2,21,687)","(76,56,280)","(17,61,169)",-34360,"(5,80,951)","(24,76,56,005)","2,48,271",16%
2013,CONTACT ENERGY LTD,New Zealand,Production of electricity nec,-40.09%,-309.80%,"(82,63,30,098)","(78,64,06,380)","(1,99,396)","(1,03,31,330)","(24,18,521)",-37044,"(1,56,775)","(2,68,37,428)",56777,3%
2013,AUSNET SERVICES LTD,Australia,Production of electricity nec,-48.65%,-121.44%,"(71,36,64,450)","(69,81,86,170)","(1,60,474)","(92,79,579)","(21,75,854)",-29093,-7749,"(38,26,113)",583,0%
2013,MDU RESOURCES GROUP INC,United States,Production of electricity nec,-15.67%,-140.32%,"(70,04,43,329)","(58,89,79,766)","(2,59,958)","(71,42,001)","(16,85,662)",-32545,"(3,55,569)","(10,21,73,848)","1,86,020",11%
2013,AVISTA CORPORATION,United States,Production of electricity nec,-33.34%,-220.82%,"(53,96,76,135)","(52,80,82,822)","(1,46,883)","(69,03,202)","(16,16,648)",-24572,"(1,28,783)","(28,42,148)",68923,5%
2013,BKW AG,Switzerland,Production of electricity nec,-5.64%,N/A,"(16,28,40,396)","(15,93,08,375)",-36432,"(21,18,747)","(4,96,735)",-6631,-  ,"(8,73,477)",-  ,0%
2013,MERCURY NZ LTD,New Zealand,Production of electricity nec,-13.65%,-76.85%,"(15,53,53,768)","(13,98,37,860)",-42775,"(17,89,345)","(4,17,502)",-8201,-86554,"(1,32,02,876)",31346,8%
2013,NEWS CORP,United States,"Publishing,printing and reproduction of recorded media (22)",-0.95%,-60.56%,"(8,47,85,779)","(6,62,10,007)",-22321,"(8,75,178)","(2,03,186)",-3455,"(1,33,426)","(1,73,56,572)",18365,2%
2013,JCDECAUX SA,France,"Publishing,printing and reproduction of recorded media (22)",-1.46%,-11.32%,"(5,38,20,290)","(5,26,36,736)",-13661,"(7,00,301)","(1,63,872)",-2343,-18042,"(2,89,253)",3918,7%
2013,MEDIA PRIMA BHD,Malaysia,"Publishing,printing and reproduction of recorded media (22)",-2.69%,-17.21%,"(1,41,61,113)","(1,38,61,397)",-4094,"(1,77,591)",-41616,-657,-3881,-73748,1872,11%
2013,AXEL SPRINGER AG,Germany,"Publishing,printing and reproduction of recorded media (22)",-0.34%,-7.11%,"(1,32,54,132)","(1,29,41,356)",-2890,"(1,68,179)",-39315,-526,-32468,-69130,-268,5%
2013,IPSOS SA,France,"Publishing,printing and reproduction of recorded media (22)",-0.25%,-4.07%,"(58,53,827)","(39,20,002)",-1935,-52295,-12061,-261,-11545,"(18,58,236)",2507,13%
2013,GEDI GRUPPO EDITORIALE SPA,Italy,"Publishing,printing and reproduction of recorded media (22)",-0.48%,-16.18%,"(47,46,788)","(46,39,888)",-1483,-60038,-14098,-226,-2390,-29485,820,15%
2013,LAFARGEHOLCIM LTD,Switzerland,Quarrying of sand and clay,-122.18%,-1022.14%,"(27,09,37,27,334)","(26,34,86,60,913)","(77,06,586)","(35,53,05,258)","(8,32,42,086)","(12,79,409)",-28,"(30,22,79,962)","47,46,908",0%
2013,HEIDELBERGCEMENT AG,Germany,Quarrying of sand and clay,-82.39%,-894.06%,"(15,82,26,99,102)","(15,46,98,65,616)","(45,08,246)","(20,68,91,616)","(4,85,38,425)","(7,40,833)","(3,36,768)","(9,42,94,054)","24,76,456",1%
2013,CEMEX SAB DE CV,Mexico,Quarrying of sand and clay,-79.92%,-802.81%,"(11,94,18,22,218)","(11,68,08,16,909)","(33,17,405)","(15,72,62,180)","(3,68,63,625)","(5,56,663)",-24780,"(6,48,09,928)","18,29,272",0%
2013,BHP GROUP PLC,Australia,Quarrying of sand and clay,-28.18%,-90.72%,"(11,84,92,27,695)","(11,77,78,49,161)","(36,34,482)","(15,76,97,915)","(3,69,98,680)","(5,78,570)","(10,68,548)","12,63,77,309","22,22,352",3%
2013,BHP GROUP LTD,Australia,Quarrying of sand and clay,-21.47%,-58.29%,"(11,67,65,55,633)","(11,60,96,83,215)","(37,15,033)","(15,45,05,724)","(3,62,88,413)","(5,73,490)","(16,27,327)","12,76,23,003","22,14,566",4%
2013,RIO TINTO LIMITED,United Kingdom,Quarrying of sand and clay,-17.76%,-65.82%,"(9,08,92,83,748)","(8,33,70,37,431)","(34,05,583)","(10,47,24,550)","(2,48,82,663)","(4,41,968)","(2,91,51,316)","(59,17,60,960)","21,20,723",6%
2013,RIO TINTO PLC,United Kingdom,Quarrying of sand and clay,-17.38%,-64.40%,"(8,89,28,51,292)","(8,15,36,87,363)","(33,89,572)","(10,37,30,645)","(2,46,59,790)","(4,38,993)","(1,78,06,015)","(59,13,69,748)","22,30,834",3%
2013,GLENCORE PLC,Switzerland,Quarrying of sand and clay,-2.60%,-144.07%,"(6,05,67,72,790)","(5,97,06,96,516)","(51,66,024)","(5,16,91,893)","(1,40,50,849)","(3,21,988)",-185,"(1,47,88,014)",-57321,2%
2013,ACC LIMITED,India,Quarrying of sand and clay,-290.60%,-3102.56%,"(5,24,48,84,442)","(4,86,36,64,433)","(12,88,008)","(5,88,95,576)","(1,35,86,462)","(2,15,101)","(43,42,293)","(30,33,14,099)","4,21,530",19%
2013,AMBUJA CEMENTS LTD,India,Quarrying of sand and clay,-285.15%,-2260.13%,"(4,21,45,65,659)","(3,98,31,99,880)","(11,78,947)","(4,82,38,722)","(1,12,67,106)","(1,89,571)","(35,55,935)","(16,76,08,216)","6,72,717",18%
2013,SEMEN INDONESIA (PERSERO) TBK PT,Indonesia,Quarrying of sand and clay,-200.31%,-704.61%,"(4,03,48,33,933)","(3,93,64,40,867)","(9,10,783)","(5,23,16,857)","(1,22,67,851)","(1,64,501)",-32571,"(3,27,15,114)",14611,1%
2013,TAIHEIYO CEMENT CORPORATION,Japan,Quarrying of sand and clay,-55.68%,-1023.89%,"(3,96,13,01,541)","(3,86,85,67,467)","(8,93,624)","(5,14,42,543)","(1,20,61,509)","(1,61,723)",-17783,"(2,81,73,926)",17035,1%
2013,ANGLO AMERICAN PLC,United Kingdom,Quarrying of sand and clay,-13.50%,-73.85%,"(3,95,99,57,762)","(3,75,87,47,715)","(14,56,087)","(4,87,49,590)","(1,15,07,599)","(2,03,827)","(1,02,10,160)","(13,02,28,657)","11,45,873",7%
2013,MITSUBISHI MATERIALS CORPORATION,Japan,Quarrying of sand and clay,-31.44%,-770.77%,"(3,85,04,47,058)","(3,76,69,31,185)","(8,76,830)","(5,00,84,973)","(1,17,43,911)","(1,58,004)",-30618,"(2,06,50,868)",29331,1%
2013,SHREE CEMENT LTD,India,Quarrying of sand and clay,-341.59%,-1644.74%,"(2,99,06,12,837)","(2,88,59,24,556)","(7,15,433)","(3,55,05,644)","(82,15,965)","(1,23,198)","(21,06,347)","(5,81,47,775)","1,26,080",16%
2013,ANGLO AMERICAN PLATINUM LTD,South Africa,Quarrying of sand and clay,-46.69%,-430.35%,"(2,33,42,14,417)","(1,48,49,13,280)","(5,46,530)","(1,75,46,678)","(41,37,654)",-72594,"(1,33,96,609)","(81,38,43,061)","2,41,988",6%
2013,CEMENTOS ARGOS S.A.,Colombia,Quarrying of sand and clay,-74.17%,-636.28%,"(1,90,90,08,055)","(1,85,37,97,490)","(5,95,287)","(2,32,95,015)","(54,57,296)","(4,43,106)","(11,32,601)","(2,47,02,123)","4,14,863",13%
2013,TAIWAN CEMENT CORPORATION,Taiwan,Quarrying of sand and clay,-48.82%,-318.86%,"(1,89,73,44,039)","(1,84,53,53,154)","(5,05,902)","(2,48,62,610)","(58,23,511)",-86680,-19192,"(2,09,53,618)","2,60,629",0%
2013,SOLUSI BANGUN INDONESIA TBK PT,Indonesia,Quarrying of sand and clay,-225.33%,-1073.77%,"(1,79,43,86,300)","(1,74,87,78,850)","(4,51,761)","(2,32,97,223)","(54,67,062)",-77453,-12876,"(1,64,16,544)","1,15,468",0%
2013,GRUPO MEXICO S.A.B DE C.V.,Mexico,Quarrying of sand and clay,-18.34%,-51.54%,"(1,70,92,02,658)","28,44,05,978","(1,82,975)","30,99,128","7,32,903",-15493,"(1,99,080)","(1,99,77,55,582)","7,12,463",1%
2013,PPC LTD,South Africa,Quarrying of sand and clay,-162.32%,-704.13%,"(1,28,76,32,212)","(1,25,77,72,864)","(3,68,078)","(1,67,38,860)","(39,16,336)",-61224,"(21,25,910)","(68,84,584)","2,35,644",3%
2013,ASIA CEMENT CORP,Taiwan,Quarrying of sand and clay,-49.18%,-519.48%,"(1,15,52,81,753)","(1,13,00,10,574)","(3,21,519)","(1,52,26,281)","(35,68,059)",-54058,-11600,"(62,72,910)","1,83,248",0%
2013,ERAMET,France,Quarrying of sand and clay,-25.73%,N/A,"(1,12,11,42,264)","(1,04,82,30,642)","(3,73,635)","(1,35,23,867)","(32,05,751)",-51221,-33137,"(5,58,81,539)","1,57,528",1%
2013,CEMEX LATAM HOLDING SA,Colombia,Quarrying of sand and clay,-75.42%,-247.95%,"(99,25,07,289)","(96,84,97,270)","(3,45,647)","(1,15,94,736)","(27,52,379)","(2,25,114)","(5,79,093)","(86,28,863)","1,15,814",15%
